name,season,number,airdate,runtime,rating,summary,image_url
Special Project,8,14,2/9/2012,30,{'average': 7.5},Dwight gets the opportunity to lead a special project team.,https://image.tmdb.org/t/p/original/81kHQLh0DUrJVlUINyX7cqmfSr5.jpg
Tallahassee,8,15,2/16/2012,30,{'average': 7.3},Dwight is set on securing the VP position up for grabs even as he battles appendicitis.,https://image.tmdb.org/t/p/original/u6PMTaqsZm9EttcpKhB31bYuJjO.jpg
After Hours,8,16,2/23/2012,30,{'average': 7.7},Dwight and Todd Packer try to win over Nellie by trying to sleep with her; Jim worries that Cathy is trying to hit on him; The office staff works late.,https://image.tmdb.org/t/p/original/tUtHjbWt5FUJqGYibVNJP43pImi.jpg
Test the Store,8,17,3/1/2012,30,{'average': 7.8},The team in Florida launch the test store; Andy and Pam are attacked by a group of kids in the parking lot.,https://image.tmdb.org/t/p/original/rsRMZlYLx9tBQVNfcZiWFQxEOFh.jpg
Last Day in Florida,8,18,3/8/2012,30,{'average': 7.6},Jim learns that Robert plans to kill the store idea at the board meeting and tries to warn Dwight; Erin tells Andy that she is staying in Florida.,https://image.tmdb.org/t/p/original/kRthYgk84trb5gGtS6kO0LhzvXS.jpg
Get the Girl,8,19,3/15/2012,30,{'average': 7.5},Andy heads to Florida to win Erin back; Nellie shows up at the office and attempts to take over the manager job.,https://image.tmdb.org/t/p/original/1KofdnTIguy5r9QaiWM99PZkdem.jpg
Welcome Party,8,20,4/12/2012,30,{'average': 7.3},Robert California forces the staff to throw a welcome party for Nellie; Andy tries to break-up with Jessica.,https://image.tmdb.org/t/p/original/wErz8dAPlc5WsFWJGBWOt19gXJY.jpg
Angry Andy,8,21,4/19/2012,30,{'average': 7.2},Andy returns to the office to discover Nellie has taken over his job and refuses to give it up; Ryan is jealous when Kelly starts dating Jim and Pam's pediatrician.,https://image.tmdb.org/t/p/original/7UQJtATSIwVIACG351CjFOMU9Y1.jpg
Fundraiser,8,22,4/26/2012,30,{'average': 7.3},The staff attend a fundraiser hosted by Angela's husband.,https://image.tmdb.org/t/p/original/baFG7yOX05mOgVfBaQ0Ifu5RsU0.jpg
Turf War,8,23,5/3/2012,30,{'average': 7.1},A turf war ensues when Robert fails to implement a transition plan when a branch closes.,https://image.tmdb.org/t/p/original/iFV3oe7FO0IkRS5CfGrQ9ErTTWO.jpg
Free Family Portrait Studio,8,24,5/10/2012,30,{'average': 7.4},Andy arranges for David Wallace to buy back the company to make him the regional manager again.,https://image.tmdb.org/t/p/original/h2pkF8dBdUzMJDa7dOy0aI2FIL2.jpg
The New Guys,9,1,9/20/2012,30,{'average': 7},The office is joined by two new guys who the office dubs new Dwight and new Jim. Andy tries to force Nellie out.,https://image.tmdb.org/t/p/original/9XUFWn9fvuA1oo3DdAfb3A4ZEIo.jpg
Roy's Wedding,9,2,9/27/2012,30,{'average': 7},Jim and Pam attend Roy's wedding. Nellie tries to initiate a special project involving charity. ,https://image.tmdb.org/t/p/original/f3eB97S8bG6YMppV6rJDU3jCbZ5.jpg
Andy's Ancestry,9,3,10/4/2012,30,{'average': 7.1},Nellie convinces Andy that he is distantly related to Michelle Obama; Pam tries to teach Nellie how to drive.,https://image.tmdb.org/t/p/original/fhlA5VjRYpdz9Lz240rBHkzdith.jpg
Work Bus,9,4,10/18/2012,30,{'average': 7.5},Jim convinces Dwight that the office has safety issues so Jim sets up a temporary office in the parking lot.,https://image.tmdb.org/t/p/original/xXbmG475A38gxP7DUXDCdup6iSE.jpg
Here Comes Treble,9,5,10/25/2012,30,{'average': 6.9},It's Halloween at the office and Andy invites his college's capella group to perform at the party; Jim and Pam disagree over how much to invest in the new sports business.,https://image.tmdb.org/t/p/original/rUEiF3dFXEH56LosjzJnCsQammN.jpg
The Boat,9,6,11/8/2012,30,{'average': 7.5},"Andy deals with the aftermath of his family losing all their money; Jim, Pam and Nellie pulls a radio interview prank on Dwight; Kevin finds out about Oscar and Angela's husband.",https://image.tmdb.org/t/p/original/1h3xA3zrcy2OVqPBY7tR3qgML2z.jpg
The Whale,9,7,11/15/2012,30,{'average': 7.1},The ladies of the office try and help Dwight pitch to a female client; Angela and Oscar think the Senator is cheating on them.,https://image.tmdb.org/t/p/original/80m3XUSqFfCMNw6GpWY2Q1KAesS.jpg
The Target,9,8,11/29/2012,30,{'average': 7.6},Angela wants to put a hit out on Oscar; Jim has to wine and dine Phyllis and Stanley for a favor.,https://image.tmdb.org/t/p/original/cjqRFwr2v91gq8qzfefil8egCPt.jpg
Dwight Christmas,9,9,12/6/2012,30,{'average': 7.9},"When the staff forgets about Christmas, Dwight is able to throw his version of Christmas.",https://image.tmdb.org/t/p/original/2Mf0l59K2OQ0I7q1oR06cIqo5zT.jpg
Lice,9,10,1/10/2013,30,{'average': 7.2},Pam brings lice into the office and lets Meredith take the fall.,https://image.tmdb.org/t/p/original/dMcPzhH0rScvMSejNluYtFYxISg.jpg
Suit Warehouse,9,11,1/17/2013,30,{'average': 7.4},Dwight gets Clark to help him with a sale; Darryl has an interview at Jim's company.,https://image.tmdb.org/t/p/original/gUtF2A9EfkdthCrlxTnqd0sXRpO.jpg
Customer Loyalty,9,12,1/24/2013,30,{'average': 7.6},The office believes that Erin and Pete have feelings for each other; Jim misses his daughter's recital because of a business meeting.,https://image.tmdb.org/t/p/original/pfOP5WZIkDNifAfXwQ7H84ZrqTv.jpg
Junior Salesman,9,13,1/31/2013,30,{'average': 7.1},Clark has to compete against a bunch of Dwight's friends and family for the job of junior salesman.,https://image.tmdb.org/t/p/original/y1RkiIw0eNhhH1wLzUyYYimlBVg.jpg
Vandalism,9,14,1/31/2013,30,{'average': 7.1},Pam is upset when she finds her mural has been defaced; Darryl finds out Jim is a slob when they sublet an apartment together in Philly.,https://image.tmdb.org/t/p/original/zy4NJR9kqEelJ5teHPlAINBNnpE.jpg
Couples Discount,9,15,2/7/2013,30,{'average': 7.2},The staff celebrates Valentine's Day by going out to a local nail salon for couple's discounts; Jim and Pam have lunch with Brian.,https://image.tmdb.org/t/p/original/8KtuuZvOqAyHyIB7l0gxf2XfgYN.jpg
Moving On,9,16,2/14/2013,60,{'average': 7.3},Andy learns that Erin is now seeing Pete; Pam interviews for a job in Philadelphia.,https://image.tmdb.org/t/p/original/gJoRCwptCOpTZVkYysHDBFdO4OR.jpg
The Farm,9,17,3/14/2013,30,{'average': 7.5},"After Dwight's aunt dies, his sister and brother return for her funeral; Todd Packer returns to the office.",https://image.tmdb.org/t/p/original/rtTNNuGbkeLJxQ0XJegQ7J3TNma.jpg
Promos,9,18,4/4/2013,30,{'average': 7.4},The promo for the documentary is finally released.,https://image.tmdb.org/t/p/original/aDdapd9idn06AAQsLVvaSDSrWlm.jpg
Stairmageddon,9,19,4/11/2013,30,{'average': 7},Stanley refuses to go on a sales call with Dwight because the elevator is broke; Jim and Pam begin marriage counseling. ,https://image.tmdb.org/t/p/original/oAue77ie9C2MGFpwCbMIvoPvbNQ.jpg
Paper Airplane,9,20,4/25/2013,30,{'average': 7.5},The staff competes in a paper airplane contest.,https://image.tmdb.org/t/p/original/ztEK1MtwwbG7D0jb95A59qxaS3G.jpg
Livin' the Dream,9,21,5/2/2013,60,{'average': 7.9},Andy quits as regional manager to focus on his acting career; Jim dedicates more time at Dunder Mifflin to save his marriage.,https://image.tmdb.org/t/p/original/viBmFStZIZMOXq71YDrBgqZEhDD.jpg
A.A.R.M. (1),9,22,5/9/2013,30,{'average': 8.4},Andy auditions for a singing competition; Dwight hires an assistant to his assistant to the regional manager...himself; Kevin is jealous of Phillip.,https://image.tmdb.org/t/p/original/m3Wcby9maE08RaH3mS7aAHw5hkM.jpg
A.A.R.M. (2),9,23,5/9/2013,30,{'average': 8.8},Andy auditions for a singing competition; Dwight hires an assistant to his assistant to the regional manager...himself; Kevin is jealous of Phillip,https://image.tmdb.org/t/p/original/1pJtFmAS3TJuWoCaUrY904pqNFE.jpg
Finale (1),9,24,5/16/2013,30,{'average': 9.5},The office staff reunites for a panel discussion and Dwight and Angela's wedding.,
Finale (2),9,25,5/16/2013,30,{'average': 8.7},The office staff reunites for a panel discussion and Dwight and Angela's wedding.,
